date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-11-13,sh.600183,27.7000,28.6000,27.5500,28.5400,27.8200,50141831,1418911186.2900,3,2.189600,1,2.588100,0
2020-11-16,sh.600183,28.6500,29.1100,27.4000,27.4400,28.5400,52185647,1460523236.6300,3,2.278900,1,-3.854200,0
2020-11-17,sh.600183,27.5300,28.3200,26.6500,28.1300,27.4400,42976966,1181837953.6300,3,1.876800,1,2.514600,0
2020-11-18,sh.600183,27.7300,28.1400,27.1500,27.3300,28.1300,30664122,846734542.9000,3,1.339100,1,-2.843900,0
2020-11-19,sh.600183,27.0800,27.4500,26.7000,27.3200,27.3300,22467621,607918883.0100,3,0.981100,1,-0.036600,0
2020-11-20,sh.600183,27.0000,27.0000,26.1500,26.4600,27.3200,33692114,891063863.0400,3,1.471300,1,-3.147900,0
2020-11-23,sh.600183,26.3500,27.1000,26.0500,26.6300,26.4600,23762262,631371738.2400,3,1.037700,1,0.642500,0
2020-11-24,sh.600183,26.6500,27.2100,26.4500,26.9300,26.6300,21032447,566358335.1000,3,0.918500,1,1.126500,0
2020-11-25,sh.600183,26.9900,27.3100,26.5000,26.5000,26.9300,20632262,555190039.2500,3,0.901000,1,-1.596700,0
2020-11-26,sh.600183,26.5000,26.9900,26.3000,26.8300,26.5000,16243170,435319730.5900,3,0.709300,1,1.245300,0
2020-11-27,sh.600183,26.8500,27.6900,26.5000,27.5800,26.8300,30483977,830237310.8700,3,1.331200,1,2.795400,0
2020-11-30,sh.600183,27.5900,28.5000,27.3400,27.9100,27.5800,35693179,1006077202.2000,3,1.558700,1,1.196500,0
2020-12-01,sh.600183,28.0000,28.4100,27.7100,28.2400,27.9100,24708918,696044091.7600,3,1.079000,1,1.182400,0
2020-12-02,sh.600183,28.3900,28.6500,27.8300,28.3000,28.2400,24216489,684006770.4800,3,1.057500,1,0.212500,0
2020-12-03,sh.600183,28.7100,29.0000,28.4100,28.7500,28.3000,29731247,857009181.1900,3,1.298300,1,1.590100,0
2020-12-04,sh.600183,29.0800,30.2000,29.0800,29.4300,28.7500,49298579,1465006291.0200,3,2.152800,1,2.365200,0
2020-12-07,sh.600183,29.8800,30.4600,29.8800,30.2600,29.4300,45183899,1367088043.0200,3,1.973100,1,2.820300,0
2020-12-08,sh.600183,29.6000,29.9500,28.7000,29.1000,30.2600,41802060,1221772958.6200,3,1.825400,1,-3.833400,0
2020-12-09,sh.600183,28.8300,29.6800,28.5700,28.5900,29.1000,34317050,1000083950.8400,3,1.498600,1,-1.752600,0
2020-12-10,sh.600183,28.3400,28.5900,27.8100,27.9600,28.5900,31574469,889342243.5800,3,1.378800,1,-2.203600,0
2020-12-11,sh.600183,27.7700,28.3000,26.9100,27.1500,27.9600,32124998,882116860.2000,3,1.402900,1,-2.897000,0
2020-12-14,sh.600183,27.5000,27.8500,27.2000,27.5800,27.1500,17065420,470580706.4300,3,0.745200,1,1.583800,0
2020-12-15,sh.600183,27.4000,27.7100,26.9800,27.5700,27.5800,17556036,480642030.9700,3,0.766700,1,-0.036300,0
2020-12-16,sh.600183,27.6000,27.6500,26.5300,26.7500,27.5700,22669552,609498442.7100,3,0.990000,1,-2.974200,0
2020-12-17,sh.600183,26.7000,26.9200,26.4100,26.8500,26.7500,18843848,502240170.5000,3,0.822900,1,0.373800,0
2020-12-18,sh.600183,27.0700,27.5800,26.8000,27.0000,26.8500,22028443,598219498.7800,3,0.962000,1,0.558700,0
2020-12-21,sh.600183,26.8300,27.7100,26.6300,27.1800,27.0000,27652900,753021803.7300,3,1.207600,1,0.666700,0
2020-12-22,sh.600183,26.9000,27.0000,26.0000,26.0300,27.1800,23725471,627783299.2700,3,1.036100,1,-4.231100,0
2020-12-23,sh.600183,26.3500,26.3800,25.0000,25.4800,26.0300,42059935,1067254221.4700,3,1.836700,1,-2.112900,0
2020-12-24,sh.600183,25.5300,26.2800,25.4800,25.5300,25.4800,21802621,562524467.0400,3,0.952100,1,0.196200,0
2020-12-25,sh.600183,25.5400,27.6400,25.5300,27.5000,25.5300,40586759,1091263536.8500,3,1.772400,1,7.716400,0
2020-12-28,sh.600183,27.3000,28.6600,27.2600,28.1600,27.5000,36886423,1038064670.4600,3,1.610800,1,2.400000,0
2020-12-29,sh.600183,28.0500,28.1100,27.3800,27.7200,28.1600,27446965,762046592.7900,3,1.198600,1,-1.562500,0
2020-12-30,sh.600183,27.6000,28.4400,27.5200,28.0900,27.7200,29848552,837217068.1000,3,1.303500,1,1.334800,0
2020-12-31,sh.600183,28.2000,28.4800,27.7000,28.1600,28.0900,23654660,666296114.4900,3,1.033000,1,0.249200,0
